ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",BWI,"Baltimore, MD"
JAX,"Jacksonville, FL",ATL,"Atlanta, GA"
JAX,"Jacksonville, FL",MDW,"Chicago, IL"
JAX,"Jacksonville, FL",MEM,"Memphis, TN"
JAX,"Jacksonville, FL",SLC,"Salt Lake City, UT"
JAX,"Jacksonville, FL",TTN,"Trenton, NJ"
JAX,"Jacksonville, FL",TPA,"Tampa, FL"
JAX,"Jacksonville, FL",PIE,"St. Petersburg, FL"
JAX,"Jacksonville, FL",BQK,"Brunswick, GA"
JAX,"Jacksonville, FL",MTJ,"Montrose/Delta, CO"
JAX,"Jacksonville, FL",LIT,"Little Rock, AR"
JAX,"Jacksonville, FL",QMA,"Kennesaw, GA"
JAX,"Jacksonville, FL",AUO,"Auburn, AL"
JAX,"Jacksonville, FL",SIG,"San Juan, PR"
JAX,"Jacksonville, FL",BHM,"Birmingham, AL"
JAX,"Jacksonville, FL",RDU,"Raleigh/Durham, NC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",LAX,"Los Angeles, CA"
JAX,"Jacksonville, FL",DAB,"Daytona Beach, FL"
JAX,"Jacksonville, FL",MHT,"Manchester, NH"
JAX,"Jacksonville, FL",FOK,"Westhampton, NY"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",LGA,"New York, NY"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",JFK,"New York, NY"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",SJU,"San Juan, PR"
JAX,"Jacksonville, FL",SJU,"San Juan, PR"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",TLH,"Tallahassee, FL"
JAX,"Jacksonville, FL",AUS,"Austin, TX"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",LGA,"New York, NY"
JAX,"Jacksonville, FL",LAX,"Los Angeles, CA"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",JFK,"New York, NY"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",LGA,"New York, NY"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",GNV,"Gainesville, FL"
JAX,"Jacksonville, FL",SFB,"Sanford, FL"
JAX,"Jacksonville, FL",GPT,"Gulfport/Biloxi, MS"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",BNA,"Nashville, TN"
JAX,"Jacksonville, FL",LAX,"Los Angeles, CA"
JBR,"Jonesboro, AR",STL,"St. Louis, MO"
JCI,"Olathe, KS",RBD,"Dallas/Fort Worth, TX"
JFK,"New York, NY",CLE,"Cleveland, OH"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",CMH,"Columbus, OH"
JFK,"New York, NY",MDT,"Harrisburg, PA"
JFK,"New York, NY",BWI,"Baltimore, MD"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",ORF,"Norfolk, VA"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",BTV,"Burlington, VT"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",RIC,"Richmond, VA"
JFK,"New York, NY",ROC,"Rochester, NY"
JFK,"New York, NY",PWM,"Portland, ME"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",GPT,"Gulfport/Biloxi, MS"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",OAK,"Oakland, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",GEG,"Spokane, WA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",HPN,"White Plains, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",RFD,"Rockford, IL"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",GYY,"Gary, IN"
JFK,"New York, NY",MDT,"Harrisburg, PA"
JFK,"New York, NY",RFD,"Rockford, IL"
JFK,"New York, NY",BDL,"Hartford, CT"
JFK,"New York, NY",LCK,"Columbus, OH"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",GYY,"Gary, IN"
JFK,"New York, NY",MDT,"Harrisburg, PA"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",BUR,"Burbank, CA"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",MVY,"Martha's Vineyard, MA"
JFK,"New York, NY",ACK,"Nantucket, MA"
JFK,"New York, NY",SMF,"Sacramento, CA"
JFK,"New York, NY",HNL,"Honolulu, HI"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",LBB,"Lubbock, TX"
JFK,"New York, NY",FOE,"Topeka, KS"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",FRG,"East Farmingdale, NY"
JFK,"New York, NY",BED,"Bedford, MA"
JFK,"New York, NY",HRL,"Harlingen/San Benito, TX"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",GRB,"Green Bay, WI"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",MKE,"Milwaukee, WI"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",HPN,"White Plains, NY"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",OKC,"Oklahoma City, OK"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",GNV,"Gainesville, FL"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",LGA,"New York, NY"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PSC,"Pasco/Kennewick/Richland, WA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",ABE,"Allentown/Bethlehem/Easton, PA"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",CLE,"Cleveland, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",CMH,"Columbus, OH"
JFK,"New York, NY",JAX,"Jacksonville, FL"
JFK,"New York, NY",BWI,"Baltimore, MD"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",ORF,"Norfolk, VA"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",DCA,"Washington, DC"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",RIC,"Richmond, VA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",AFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",RFD,"Rockford, IL"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",EGE,"Eagle, CO"
JFK,"New York, NY",JAC,"Jackson, WY"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",COS,"Colorado Springs, CO"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ONT,"Ontario, CA"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SNA,"Santa Ana, CA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",SAT,"San Antonio, TX"
JFK,"New York, NY",PSP,"Palm Springs, CA"
JFK,"New York, NY",SMF,"Sacramento, CA"
JFK,"New York, NY",IAH,"Houston, TX"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",OMA,"Omaha, NE"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",JAX,"Jacksonville, FL"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",RNO,"Reno, NV"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",ABQ,"Albuquerque, NM"
JFK,"New York, NY",BIL,"Billings, MT"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",BDL,"Hartford, CT"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",SJC,"San Jose, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",HPN,"White Plains, NY"
JFK,"New York, NY",BZN,"Bozeman, MT"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",BUR,"Burbank, CA"
JFK,"New York, NY",PSE,"Ponce, PR"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",SRQ,"Sarasota/Bradenton, FL"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",BTV,"Burlington, VT"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ONT,"Ontario, CA"
JFK,"New York, NY",PSP,"Palm Springs, CA"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",RNO,"Reno, NV"
JFK,"New York, NY",ABQ,"Albuquerque, NM"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SJC,"San Jose, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",EYW,"Key West, FL"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",DLH,"Duluth, MN"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",SRQ,"Sarasota/Bradenton, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",BTV,"Burlington, VT"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",ROC,"Rochester, NY"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",ORH,"Worcester, MA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",LAL,"Lakeland, FL"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",HNL,"Honolulu, HI"
JHM,"Kapalua, HI",HNL,"Honolulu, HI"
JHM,"Kapalua, HI",HNL,"Honolulu, HI"
JHM,"Kapalua, HI",LNY,"Lanai, HI"
JLA,"Cooper Lodge, AK",A43,"Kodiak Island, AK"
JLN,"Joplin, MO",DEN,"Denver, CO"
JLN,"Joplin, MO",ORD,"Chicago, IL"
JLN,"Joplin, MO",TOL,"Toledo, OH"
JMS,"Jamestown, ND",DEN,"Denver, CO"
JMS,"Jamestown, ND",DVL,"Devils Lake, ND"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",SGY,"Skagway, AK"
JNU,"Juneau, AK",KLW,"Klawock, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",KLW,"Klawock, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",PEC,"Pelican, AK"
JNU,"Juneau, AK",TKE,"Tenakee, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",AGN,"Angoon, AK"
JNU,"Juneau, AK",ELV,"Elfin Cove, AK"
JNU,"Juneau, AK",EXI,"Excursion Inlet, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",PEC,"Pelican, AK"
JNU,"Juneau, AK",TKE,"Tenakee, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",AGN,"Angoon, AK"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",AGN,"Angoon, AK"
JNU,"Juneau, AK",EXI,"Excursion Inlet, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",KTN,"Ketchikan, AK"
JNU,"Juneau, AK",CDV,"Cordova, AK"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
